sex,geo,year,unit,total
M, Suceava,2005,NR,105
M, Suceava,2006,NR,155
M, Suceava,2007,NR,87
M, Suceava,2008,NR,92
M, Suceava,2009,NR,86
M, Suceava,2010,NR,88
M, Suceava,2011,NR,562
M, Suceava,2012,NR,609
M, Suceava,2013,NR,368
M, Suceava,2014,NR,108
M, Suceava,2015,NR,169
M, Suceava,2016,NR,233
M, Suceava,2017,NR,233
M, Suceava,2018,NR,298
M, Suceava,2019,NR,311
M, Suceava,2020,NR,263
M, Vaslui,1991,NR,87
M, Vaslui,1992,NR,36
M, Vaslui,1993,NR,11
M, Vaslui,1994,NR,23
M, Vaslui,1995,NR,44
M, Vaslui,1996,NR,52
M, Vaslui,1997,NR,48
M, Vaslui,1998,NR,45
M, Vaslui,1999,NR,44
M, Vaslui,2000,NR,62
M, Vaslui,2001,NR,26
M, Vaslui,2002,NR,15
M, Vaslui,2003,NR,29
M, Vaslui,2004,NR,49
M, Vaslui,2005,NR,34
M, Vaslui,2006,NR,40
M, Vaslui,2007,NR,29
M, Vaslui,2008,NR,30
M, Vaslui,2009,NR,42
M, Vaslui,2010,NR,51
M, Vaslui,2011,NR,91
M, Vaslui,2012,NR,101
M, Vaslui,2013,NR,114
M, Vaslui,2014,NR,111
M, Vaslui,2015,NR,141
M, Vaslui,2016,NR,233
M, Vaslui,2017,NR,239
M, Vaslui,2018,NR,352
M, Vaslui,2019,NR,421
M, Vaslui,2020,NR,428
M, Regiunea SUD-EST,1991,NR,825
M, Regiunea SUD-EST,1992,NR,482
M, Regiunea SUD-EST,1993,NR,325
M, Regiunea SUD-EST,1994,NR,358
M, Regiunea SUD-EST,1995,NR,499
M, Regiunea SUD-EST,1996,NR,513
M, Regiunea SUD-EST,1997,NR,584
M, Regiunea SUD-EST,1998,NR,448
M, Regiunea SUD-EST,1999,NR,407
M, Regiunea SUD-EST,2000,NR,554
M, Regiunea SUD-EST,2001,NR,424
M, Regiunea SUD-EST,2002,NR,296
M, Regiunea SUD-EST,2003,NR,347
M, Regiunea SUD-EST,2004,NR,401
M, Regiunea SUD-EST,2005,NR,477
M, Regiunea SUD-EST,2006,NR,530
M, Regiunea SUD-EST,2007,NR,296
M, Regiunea SUD-EST,2008,NR,299
M, Regiunea SUD-EST,2009,NR,383
M, Regiunea SUD-EST,2010,NR,315
M, Regiunea SUD-EST,2011,NR,658
M, Regiunea SUD-EST,2012,NR,681
M, Regiunea SUD-EST,2013,NR,831
M, Regiunea SUD-EST,2014,NR,590
M, Regiunea SUD-EST,2015,NR,779
M, Regiunea SUD-EST,2016,NR,1274
M, Regiunea SUD-EST,2017,NR,1314
M, Regiunea SUD-EST,2018,NR,1530
M, Regiunea SUD-EST,2019,NR,1544
M, Regiunea SUD-EST,2020,NR,1202
M, Braila,1991,NR,80
M, Braila,1992,NR,26
M, Braila,1993,NR,20
M, Braila,1994,NR,29
M, Braila,1995,NR,39
M, Braila,1996,NR,53
M, Braila,1997,NR,51
M, Braila,1998,NR,38
M, Braila,1999,NR,31
M, Braila,2000,NR,66
M, Braila,2001,NR,44
M, Braila,2002,NR,26
M, Braila,2003,NR,34
M, Braila,2004,NR,28
M, Braila,2005,NR,37
M, Braila,2006,NR,37
M, Braila,2007,NR,31
M, Braila,2008,NR,32
M, Braila,2009,NR,48
M, Braila,2010,NR,38
M, Braila,2011,NR,67
M, Braila,2012,NR,78
M, Braila,2013,NR,77
M, Braila,2014,NR,67
M, Braila,2015,NR,93
M, Braila,2016,NR,148
M, Braila,2017,NR,160
M, Braila,2018,NR,157
M, Braila,2019,NR,164
M, Braila,2020,NR,151
M, Buzau,1991,NR,214
M, Buzau,1992,NR,29
M, Buzau,1993,NR,24
M, Buzau,1994,NR,32
M, Buzau,1995,NR,32
M, Buzau,1996,NR,60
M, Buzau,1997,NR,49
M, Buzau,1998,NR,56
M, Buzau,1999,NR,32
M, Buzau,2000,NR,49
M, Buzau,2001,NR,47
M, Buzau,2002,NR,39
M, Buzau,2003,NR,30
M, Buzau,2004,NR,33
M, Buzau,2005,NR,38
M, Buzau,2006,NR,30
M, Buzau,2007,NR,35
M, Buzau,2008,NR,34
M, Buzau,2009,NR,30
M, Buzau,2010,NR,28
M, Buzau,2011,NR,63
M, Buzau,2012,NR,63
M, Buzau,2013,NR,114
M, Buzau,2014,NR,48
M, Buzau,2015,NR,73
M, Buzau,2016,NR,124
M, Buzau,2017,NR,133
M, Buzau,2018,NR,137
M, Buzau,2019,NR,142
M, Buzau,2020,NR,111
M, Constanta,1991,NR,286
M, Constanta,1992,NR,254
M, Constanta,1993,NR,158
M, Constanta,1994,NR,174
M, Constanta,1995,NR,204
M, Constanta,1996,NR,171
M, Constanta,1997,NR,223
M, Constanta,1998,NR,161
M, Constanta,1999,NR,172
M, Constanta,2000,NR,229
M, Constanta,2001,NR,134
M, Constanta,2002,NR,110
M, Constanta,2003,NR,77
M, Constanta,2004,NR,95
M, Constanta,2005,NR,111
M, Constanta,2006,NR,120
M, Constanta,2007,NR,79
M, Constanta,2008,NR,82
M, Constanta,2009,NR,120
M, Constanta,2010,NR,96
M, Constanta,2011,NR,185
M, Constanta,2012,NR,200
M, Constanta,2013,NR,248
M, Constanta,2014,NR,171
M, Constanta,2015,NR,222
M, Constanta,2016,NR,371
M, Constanta,2017,NR,371
M, Constanta,2018,NR,448
M, Constanta,2019,NR,418
M, Constanta,2020,NR,323
M, Galati,1991,NR,135
M, Galati,1992,NR,108
M, Galati,1993,NR,72
M, Galati,1994,NR,72
M, Galati,1995,NR,137
M, Galati,1996,NR,120
M, Galati,1997,NR,113
M, Galati,1998,NR,88
M, Galati,1999,NR,73
M, Galati,2000,NR,70
M, Galati,2001,NR,82
M, Galati,2002,NR,48
M, Galati,2003,NR,69
M, Galati,2004,NR,140
M, Galati,2005,NR,137
M, Galati,2006,NR,157
M, Galati,2007,NR,85
M, Galati,2008,NR,93
M, Galati,2009,NR,113
M, Galati,2010,NR,89
M, Galati,2011,NR,213
M, Galati,2012,NR,210
M, Galati,2013,NR,221
M, Galati,2014,NR,168
M, Galati,2015,NR,237
M, Galati,2016,NR,360
M, Galati,2017,NR,394
M, Galati,2018,NR,457
M, Galati,2019,NR,508
M, Galati,2020,NR,396
M, Tulcea,1991,NR,71
M, Tulcea,1992,NR,39
M, Tulcea,1993,NR,28
M, Tulcea,1994,NR,29
M, Tulcea,1995,NR,34
M, Tulcea,1996,NR,33
M, Tulcea,1997,NR,36
M, Tulcea,1998,NR,32
M, Tulcea,1999,NR,39
M, Tulcea,2000,NR,36
M, Tulcea,2001,NR,33
M, Tulcea,2002,NR,21
M, Tulcea,2003,NR,27
M, Tulcea,2004,NR,23
M, Tulcea,2005,NR,16
M, Tulcea,2006,NR,24
M, Tulcea,2007,NR,17
M, Tulcea,2008,NR,20
M, Tulcea,2009,NR,22
M, Tulcea,2010,NR,24
M, Tulcea,2011,NR,41
M, Tulcea,2012,NR,67
M, Tulcea,2013,NR,85
M, Tulcea,2014,NR,72
M, Tulcea,2015,NR,59
M, Tulcea,2016,NR,133
M, Tulcea,2017,NR,124
M, Tulcea,2018,NR,146
M, Tulcea,2019,NR,145
M, Tulcea,2020,NR,101
M, Vrancea,1991,NR,39
M, Vrancea,1992,NR,26
M, Vrancea,1993,NR,23
M, Vrancea,1994,NR,22
M, Vrancea,1995,NR,53
M, Vrancea,1996,NR,76
M, Vrancea,1997,NR,112
M, Vrancea,1998,NR,73
M, Vrancea,1999,NR,60
M, Vrancea,2000,NR,104
M, Vrancea,2001,NR,84
M, Vrancea,2002,NR,52
M, Vrancea,2003,NR,110
M, Vrancea,2004,NR,82
M, Vrancea,2005,NR,138
M, Vrancea,2006,NR,162
M, Vrancea,2007,NR,49
M, Vrancea,2008,NR,38
M, Vrancea,2009,NR,50
M, Vrancea,2010,NR,40
M, Vrancea,2011,NR,89
M, Vrancea,2012,NR,63
M, Vrancea,2013,NR,86
M, Vrancea,2014,NR,64
M, Vrancea,2015,NR,95
M, Vrancea,2016,NR,138
M, Vrancea,2017,NR,132
M, Vrancea,2018,NR,185
M, Vrancea,2019,NR,167
M, Vrancea,2020,NR,120
M, MACROREGIUNEA TREI,1991,NR,2934
M, MACROREGIUNEA TREI,1992,NR,2563
M, MACROREGIUNEA TREI,1993,NR,1348
M, MACROREGIUNEA TREI,1994,NR,1807
M, MACROREGIUNEA TREI,1995,NR,2994
M, MACROREGIUNEA TREI,1996,NR,2858
M, MACROREGIUNEA TREI,1997,NR,2306
M, MACROREGIUNEA TREI,1998,NR,3513
M, MACROREGIUNEA TREI,1999,NR,2233
M, MACROREGIUNEA TREI,2000,NR,1787
M, MACROREGIUNEA TREI,2001,NR,1237
M, MACROREGIUNEA TREI,2002,NR,785
M, MACROREGIUNEA TREI,2003,NR,975
M, MACROREGIUNEA TREI,2004,NR,959
M, MACROREGIUNEA TREI,2005,NR,878
M, MACROREGIUNEA TREI,2006,NR,1200
M, MACROREGIUNEA TREI,2007,NR,795
M, MACROREGIUNEA TREI,2008,NR,759
M, MACROREGIUNEA TREI,2009,NR,983
M, MACROREGIUNEA TREI,2010,NR,787
M, MACROREGIUNEA TREI,2011,NR,3571
M, MACROREGIUNEA TREI,2012,NR,3218
M, MACROREGIUNEA TREI,2013,NR,3667
M, MACROREGIUNEA TREI,2014,NR,1286
M, MACROREGIUNEA TREI,2015,NR,1882
M, MACROREGIUNEA TREI,2016,NR,2750
M, MACROREGIUNEA TREI,2017,NR,2870
M, MACROREGIUNEA TREI,2018,NR,3208
M, MACROREGIUNEA TREI,2019,NR,3167
M, MACROREGIUNEA TREI,2020,NR,2545
M, Regiunea SUD-MUNTENIA,1991,NR,1084
M, Regiunea SUD-MUNTENIA,1992,NR,320
M, Regiunea SUD-MUNTENIA,1993,NR,197
M, Regiunea SUD-MUNTENIA,1994,NR,234
M, Regiunea SUD-MUNTENIA,1995,NR,462
M, Regiunea SUD-MUNTENIA,1996,NR,496
M, Regiunea SUD-MUNTENIA,1997,NR,446
M, Regiunea SUD-MUNTENIA,1998,NR,346
M, Regiunea SUD-MUNTENIA,1999,NR,319
M, Regiunea SUD-MUNTENIA,2000,NR,504
M, Regiunea SUD-MUNTENIA,2001,NR,351
M, Regiunea SUD-MUNTENIA,2002,NR,169
M, Regiunea SUD-MUNTENIA,2003,NR,234
M, Regiunea SUD-MUNTENIA,2004,NR,206
M, Regiunea SUD-MUNTENIA,2005,NR,168
M, Regiunea SUD-MUNTENIA,2006,NR,239
M, Regiunea SUD-MUNTENIA,2007,NR,167
M, Regiunea SUD-MUNTENIA,2008,NR,173
M, Regiunea SUD-MUNTENIA,2009,NR,212
M, Regiunea SUD-MUNTENIA,2010,NR,213
M, Regiunea SUD-MUNTENIA,2011,NR,441
M, Regiunea SUD-MUNTENIA,2012,NR,605
M, Regiunea SUD-MUNTENIA,2013,NR,739
M, Regiunea SUD-MUNTENIA,2014,NR,521
M, Regiunea SUD-MUNTENIA,2015,NR,698
M, Regiunea SUD-MUNTENIA,2016,NR,1049
M, Regiunea SUD-MUNTENIA,2017,NR,1045
M, Regiunea SUD-MUNTENIA,2018,NR,1221
M, Regiunea SUD-MUNTENIA,2019,NR,1168
M, Regiunea SUD-MUNTENIA,2020,NR,948
M, Arges,1991,NR,173
M, Arges,1992,NR,49
M, Arges,1993,NR,45
M, Arges,1994,NR,58
M, Arges,1995,NR,132
M, Arges,1996,NR,111
M, Arges,1997,NR,115
M, Arges,1998,NR,109
M, Arges,1999,NR,86
M, Arges,2000,NR,82
M, Arges,2001,NR,76
M, Arges,2002,NR,51
M, Arges,2003,NR,26
M, Arges,2004,NR,32
M, Arges,2005,NR,32
M, Arges,2006,NR,45
M, Arges,2007,NR,28
M, Arges,2008,NR,32
M, Arges,2009,NR,41
M, Arges,2010,NR,55
M, Arges,2011,NR,79
M, Arges,2012,NR,96
M, Arges,2013,NR,87
M, Arges,2014,NR,79
M, Arges,2015,NR,104
M, Arges,2016,NR,149
M, Arges,2017,NR,134
M, Arges,2018,NR,156
M, Arges,2019,NR,182
M, Arges,2020,NR,149
M, Calarasi,1991,NR,140
M, Calarasi,1992,NR,16
M, Calarasi,1993,NR,11
M, Calarasi,1994,NR,19
M, Calarasi,1995,NR,30
M, Calarasi,1996,NR,42
M, Calarasi,1997,NR,37
M, Calarasi,1998,NR,27
M, Calarasi,1999,NR,20
M, Calarasi,2000,NR,37
M, Calarasi,2001,NR,29
M, Calarasi,2002,NR,8
M, Calarasi,2003,NR,21
M, Calarasi,2004,NR,8
M, Calarasi,2005,NR,8
M, Calarasi,2006,NR,10
M, Calarasi,2007,NR,13
M, Calarasi,2008,NR,11
M, Calarasi,2009,NR,14
M, Calarasi,2010,NR,12
M, Calarasi,2011,NR,38
M, Calarasi,2012,NR,36
M, Calarasi,2013,NR,68
M, Calarasi,2014,NR,50
M, Calarasi,2015,NR,83
M, Calarasi,2016,NR,74
M, Calarasi,2017,NR,92
M, Calarasi,2018,NR,94
M, Calarasi,2019,NR,117
M, Calarasi,2020,NR,97
M, Dambovita,1991,NR,218
M, Dambovita,1992,NR,49
M, Dambovita,1993,NR,16
M, Dambovita,1994,NR,30
M, Dambovita,1995,NR,55
M, Dambovita,1996,NR,56
M, Dambovita,1997,NR,63
M, Dambovita,1998,NR,35
M, Dambovita,1999,NR,32
M, Dambovita,2000,NR,79
M, Dambovita,2001,NR,39
M, Dambovita,2002,NR,14
M, Dambovita,2003,NR,41
M, Dambovita,2004,NR,46
M, Dambovita,2005,NR,29
M, Dambovita,2006,NR,39
M, Dambovita,2007,NR,35
M, Dambovita,2008,NR,27
M, Dambovita,2009,NR,42
M, Dambovita,2010,NR,37
M, Dambovita,2011,NR,54
M, Dambovita,2012,NR,88
M, Dambovita,2013,NR,123
M, Dambovita,2014,NR,98
M, Dambovita,2015,NR,101
M, Dambovita,2016,NR,157
M, Dambovita,2017,NR,185
M, Dambovita,2018,NR,213
M, Dambovita,2019,NR,228
M, Dambovita,2020,NR,184
M, Giurgiu,1991,NR,171
M, Giurgiu,1992,NR,13
M, Giurgiu,1993,NR,10
M, Giurgiu,1994,NR,5
M, Giurgiu,1995,NR,10
M, Giurgiu,1996,NR,13
M, Giurgiu,1997,NR,18
M, Giurgiu,1998,NR,13
M, Giurgiu,1999,NR,24
M, Giurgiu,2000,NR,28
M, Giurgiu,2001,NR,16
M, Giurgiu,2002,NR,4
M, Giurgiu,2003,NR,11
M, Giurgiu,2004,NR,9
M, Giurgiu,2005,NR,4
M, Giurgiu,2006,NR,10
M, Giurgiu,2007,NR,6
M, Giurgiu,2008,NR,2
M, Giurgiu,2009,NR,6
M, Giurgiu,2010,NR,9
M, Giurgiu,2011,NR,28
M, Giurgiu,2012,NR,35
M, Giurgiu,2013,NR,56
M, Giurgiu,2014,NR,41
M, Giurgiu,2015,NR,45
M, Giurgiu,2016,NR,68
M, Giurgiu,2017,NR,84
M, Giurgiu,2018,NR,96
M, Giurgiu,2019,NR,67
M, Giurgiu,2020,NR,64
M, Ialomita,1991,NR,58
M, Ialomita,1992,NR,21
M, Ialomita,1993,NR,15
M, Ialomita,1994,NR,8
M, Ialomita,1995,NR,22
M, Ialomita,1996,NR,30
M, Ialomita,1997,NR,26
M, Ialomita,1998,NR,24
M, Ialomita,1999,NR,28
M, Ialomita,2000,NR,45
M, Ialomita,2001,NR,24
M, Ialomita,2002,NR,12
M, Ialomita,2003,NR,25
M, Ialomita,2004,NR,21
M, Ialomita,2005,NR,11
M, Ialomita,2006,NR,12
M, Ialomita,2007,NR,8
M, Ialomita,2008,NR,3
M, Ialomita,2009,NR,13
M, Ialomita,2010,NR,14
M, Ialomita,2011,NR,30
M, Ialomita,2012,NR,40
M, Ialomita,2013,NR,60
M, Ialomita,2014,NR,34
M, Ialomita,2015,NR,55
M, Ialomita,2016,NR,115
M, Ialomita,2017,NR,93
M, Ialomita,2018,NR,113
M, Ialomita,2019,NR,88
M, Ialomita,2020,NR,63
M, Prahova,1991,NR,246
M, Prahova,1992,NR,148
M, Prahova,1993,NR,85
M, Prahova,1994,NR,100
M, Prahova,1995,NR,201
M, Prahova,1996,NR,219
M, Prahova,1997,NR,159
M, Prahova,1998,NR,122
M, Prahova,1999,NR,99
M, Prahova,2000,NR,183
M, Prahova,2001,NR,134
M, Prahova,2002,NR,73
M, Prahova,2003,NR,100
M, Prahova,2004,NR,78
M, Prahova,2005,NR,70
M, Prahova,2006,NR,99
M, Prahova,2007,NR,66
M, Prahova,2008,NR,78
M, Prahova,2009,NR,82
M, Prahova,2010,NR,64
M, Prahova,2011,NR,135
M, Prahova,2012,NR,171
M, Prahova,2013,NR,177
M, Prahova,2014,NR,109
M, Prahova,2015,NR,188
M, Prahova,2016,NR,286
M, Prahova,2017,NR,282
M, Prahova,2018,NR,325
M, Prahova,2019,NR,293
M, Prahova,2020,NR,229
M, Teleorman,1991,NR,78
M, Teleorman,1992,NR,24
M, Teleorman,1993,NR,15
M, Teleorman,1994,NR,14
M, Teleorman,1995,NR,12
M, Teleorman,1996,NR,25
M, Teleorman,1997,NR,28
M, Teleorman,1998,NR,16
M, Teleorman,1999,NR,30
M, Teleorman,2000,NR,50
M, Teleorman,2001,NR,33
M, Teleorman,2002,NR,7
M, Teleorman,2003,NR,10
M, Teleorman,2004,NR,12
M, Teleorman,2005,NR,14
M, Teleorman,2006,NR,24
M, Teleorman,2007,NR,11
M, Teleorman,2008,NR,20
M, Teleorman,2009,NR,14
M, Teleorman,2010,NR,22
M, Teleorman,2011,NR,77
M, Teleorman,2012,NR,139
M, Teleorman,2013,NR,168
M, Teleorman,2014,NR,110
M, Teleorman,2015,NR,122
M, Teleorman,2016,NR,200
M, Teleorman,2017,NR,175
M, Teleorman,2018,NR,224
M, Teleorman,2019,NR,193
M, Teleorman,2020,NR,162
M, Regiunea BUCURESTI - ILFOV,1991,NR,1850
M, Regiunea BUCURESTI - ILFOV,1992,NR,2243
M, Regiunea BUCURESTI - ILFOV,1993,NR,1151
M, Regiunea BUCURESTI - ILFOV,1994,NR,1573
M, Regiunea BUCURESTI - ILFOV,1995,NR,2532
M, Regiunea BUCURESTI - ILFOV,1996,NR,2362
M, Regiunea BUCURESTI - ILFOV,1997,NR,1860
M, Regiunea BUCURESTI - ILFOV,1998,NR,3167
M, Regiunea BUCURESTI - ILFOV,1999,NR,1914
M, Regiunea BUCURESTI - ILFOV,2000,NR,1283
M, Regiunea BUCURESTI - ILFOV,2001,NR,886
M, Regiunea BUCURESTI - ILFOV,2002,NR,616
M, Regiunea BUCURESTI - ILFOV,2003,NR,741
M, Regiunea BUCURESTI - ILFOV,2004,NR,753
M, Regiunea BUCURESTI - ILFOV,2005,NR,710
M, Regiunea BUCURESTI - ILFOV,2006,NR,961
M, Regiunea BUCURESTI - ILFOV,2007,NR,628
M, Regiunea BUCURESTI - ILFOV,2008,NR,586
M, Regiunea BUCURESTI - ILFOV,2009,NR,771
M, Regiunea BUCURESTI - ILFOV,2010,NR,574
M, Regiunea BUCURESTI - ILFOV,2011,NR,3130
M, Regiunea BUCURESTI - ILFOV,2012,NR,2613
M, Regiunea BUCURESTI - ILFOV,2013,NR,2928
M, Regiunea BUCURESTI - ILFOV,2014,NR,765
M, Regiunea BUCURESTI - ILFOV,2015,NR,1184
M, Regiunea BUCURESTI - ILFOV,2016,NR,1701
M, Regiunea BUCURESTI - ILFOV,2017,NR,1825
M, Regiunea BUCURESTI - ILFOV,2018,NR,1987
M, Regiunea BUCURESTI - ILFOV,2019,NR,1999
M, Regiunea BUCURESTI - ILFOV,2020,NR,1597
M, Ilfov,1991,NR,43
M, Ilfov,1992,NR,60
M, Ilfov,1993,NR,22
M, Ilfov,1994,NR,38
M, Ilfov,1995,NR,56
M, Ilfov,1996,NR,47
M, Ilfov,1997,NR,31
M, Ilfov,1998,NR,23
M, Ilfov,1999,NR,20
M, Ilfov,2000,NR,31
M, Ilfov,2001,NR,22
M, Ilfov,2002,NR,5
M, Ilfov,2003,NR,8
M, Ilfov,2004,NR,14
M, Ilfov,2005,NR,6
M, Ilfov,2006,NR,15
M, Ilfov,2007,NR,3
M, Ilfov,2008,NR,10
M, Ilfov,2009,NR,19
M, Ilfov,2010,NR,6
M, Ilfov,2011,NR,31
M, Ilfov,2012,NR,21
M, Ilfov,2013,NR,36
M, Ilfov,2014,NR,56
M, Ilfov,2015,NR,77
M, Ilfov,2016,NR,78
M, Ilfov,2017,NR,114
M, Ilfov,2018,NR,124
M, Ilfov,2019,NR,137
M, Ilfov,2020,NR,127
M, Municipiul Bucuresti,1991,NR,1807
M, Municipiul Bucuresti,1992,NR,2183
M, Municipiul Bucuresti,1993,NR,1129
M, Municipiul Bucuresti,1994,NR,1535
M, Municipiul Bucuresti,1995,NR,2476
M, Municipiul Bucuresti,1996,NR,2315
M, Municipiul Bucuresti,1997,NR,1829
M, Municipiul Bucuresti,1998,NR,3144
M, Municipiul Bucuresti,1999,NR,1894
M, Municipiul Bucuresti,2000,NR,1252
M, Municipiul Bucuresti,2001,NR,864
M, Municipiul Bucuresti,2002,NR,611
M, Municipiul Bucuresti,2003,NR,733
M, Municipiul Bucuresti,2004,NR,739
M, Municipiul Bucuresti,2005,NR,704
M, Municipiul Bucuresti,2006,NR,946
M, Municipiul Bucuresti,2007,NR,625
M, Municipiul Bucuresti,2008,NR,576
M, Municipiul Bucuresti,2009,NR,752
M, Municipiul Bucuresti,2010,NR,568
M, Municipiul Bucuresti,2011,NR,3099
M, Municipiul Bucuresti,2012,NR,2592
M, Municipiul Bucuresti,2013,NR,2892
M, Municipiul Bucuresti,2014,NR,709
M, Municipiul Bucuresti,2015,NR,1107
M, Municipiul Bucuresti,2016,NR,1623
M, Municipiul Bucuresti,2017,NR,1711
M, Municipiul Bucuresti,2018,NR,1863
M, Municipiul Bucuresti,2019,NR,1862
M, Municipiul Bucuresti,2020,NR,1470
M, MACROREGIUNEA PATRU,1991,NR,5338
M, MACROREGIUNEA PATRU,1992,NR,3981
M, MACROREGIUNEA PATRU,1993,NR,2870
M, MACROREGIUNEA PATRU,1994,NR,2356
M, MACROREGIUNEA PATRU,1995,NR,2926
M, MACROREGIUNEA PATRU,1996,NR,2619
M, MACROREGIUNEA PATRU,1997,NR,2396
M, MACROREGIUNEA PATRU,1998,NR,1510
M, MACROREGIUNEA PATRU,1999,NR,985
M, MACROREGIUNEA PATRU,2000,NR,1280
M, MACROREGIUNEA PATRU,2001,NR,792
M, MACROREGIUNEA PATRU,2002,NR,624
M, MACROREGIUNEA PATRU,2003,NR,772
M, MACROREGIUNEA PATRU,2004,NR,847
M, MACROREGIUNEA PATRU,2005,NR,661
M, MACROREGIUNEA PATRU,2006,NR,950
M, MACROREGIUNEA PATRU,2007,NR,611
M, MACROREGIUNEA PATRU,2008,NR,567
M, MACROREGIUNEA PATRU,2009,NR,710
M, MACROREGIUNEA PATRU,2010,NR,551
M, MACROREGIUNEA PATRU,2011,NR,1241
M, MACROREGIUNEA PATRU,2012,NR,1271
M, MACROREGIUNEA PATRU,2013,NR,1285
M, MACROREGIUNEA PATRU,2014,NR,915
M, MACROREGIUNEA PATRU,2015,NR,1142
M, MACROREGIUNEA PATRU,2016,NR,1872
M, MACROREGIUNEA PATRU,2017,NR,1858
M, MACROREGIUNEA PATRU,2018,NR,2152
M, MACROREGIUNEA PATRU,2019,NR,2036
M, MACROREGIUNEA PATRU,2020,NR,1744
M, Regiunea SUD-VEST OLTENIA,1991,NR,448
M, Regiunea SUD-VEST OLTENIA,1992,NR,320
M, Regiunea SUD-VEST OLTENIA,1993,NR,175
M, Regiunea SUD-VEST OLTENIA,1994,NR,198
M, Regiunea SUD-VEST OLTENIA,1995,NR,361
M, Regiunea SUD-VEST OLTENIA,1996,NR,387
M, Regiunea SUD-VEST OLTENIA,1997,NR,420
M, Regiunea SUD-VEST OLTENIA,1998,NR,299
M, Regiunea SUD-VEST OLTENIA,1999,NR,266
M, Regiunea SUD-VEST OLTENIA,2000,NR,370
M, Regiunea SUD-VEST OLTENIA,2001,NR,250
M, Regiunea SUD-VEST OLTENIA,2002,NR,136
M, Regiunea SUD-VEST OLTENIA,2003,NR,213
M, Regiunea SUD-VEST OLTENIA,2004,NR,251
M, Regiunea SUD-VEST OLTENIA,2005,NR,182
M, Regiunea SUD-VEST OLTENIA,2006,NR,226
M, Regiunea SUD-VEST OLTENIA,2007,NR,175
M, Regiunea SUD-VEST OLTENIA,2008,NR,140
M, Regiunea SUD-VEST OLTENIA,2009,NR,197
M, Regiunea SUD-VEST OLTENIA,2010,NR,148
M, Regiunea SUD-VEST OLTENIA,2011,NR,335
M, Regiunea SUD-VEST OLTENIA,2012,NR,356
M, Regiunea SUD-VEST OLTENIA,2013,NR,339
M, Regiunea SUD-VEST OLTENIA,2014,NR,275
M, Regiunea SUD-VEST OLTENIA,2015,NR,332
M, Regiunea SUD-VEST OLTENIA,2016,NR,599
M, Regiunea SUD-VEST OLTENIA,2017,NR,535
M, Regiunea SUD-VEST OLTENIA,2018,NR,641
M, Regiunea SUD-VEST OLTENIA,2019,NR,669
M, Regiunea SUD-VEST OLTENIA,2020,NR,517
M, Dolj,1991,NR,193
M, Dolj,1992,NR,124
M, Dolj,1993,NR,88
M, Dolj,1994,NR,86
M, Dolj,1995,NR,202
M, Dolj,1996,NR,207
M, Dolj,1997,NR,187
M, Dolj,1998,NR,119
M, Dolj,1999,NR,113
M, Dolj,2000,NR,147
M, Dolj,2001,NR,125
M, Dolj,2002,NR,57
M, Dolj,2003,NR,78
M, Dolj,2004,NR,122
M, Dolj,2005,NR,99
M, Dolj,2006,NR,123
M, Dolj,2007,NR,89
M, Dolj,2008,NR,64
M, Dolj,2009,NR,99
M, Dolj,2010,NR,65
M, Dolj,2011,NR,143
M, Dolj,2012,NR,139
M, Dolj,2013,NR,115
M, Dolj,2014,NR,119
M, Dolj,2015,NR,131
M, Dolj,2016,NR,247
M, Dolj,2017,NR,210
M, Dolj,2018,NR,217
M, Dolj,2019,NR,230
M, Dolj,2020,NR,195
M, Gorj,1991,NR,52
M, Gorj,1992,NR,47
M, Gorj,1993,NR,21
M, Gorj,1994,NR,23
M, Gorj,1995,NR,32
M, Gorj,1996,NR,41
M, Gorj,1997,NR,47
M, Gorj,1998,NR,28
M, Gorj,1999,NR,14
M, Gorj,2000,NR,27
M, Gorj,2001,NR,16
M, Gorj,2002,NR,15
M, Gorj,2003,NR,26
M, Gorj,2004,NR,16
M, Gorj,2005,NR,15
M, Gorj,2006,NR,19
M, Gorj,2007,NR,19
M, Gorj,2008,NR,15
M, Gorj,2009,NR,15
M, Gorj,2010,NR,20
M, Gorj,2011,NR,29
M, Gorj,2012,NR,32
M, Gorj,2013,NR,27
M, Gorj,2014,NR,24
M, Gorj,2015,NR,44
M, Gorj,2016,NR,56
M, Gorj,2017,NR,62
M, Gorj,2018,NR,76
M, Gorj,2019,NR,96
M, Gorj,2020,NR,67
M, Mehedinti,1991,NR,86
M, Mehedinti,1992,NR,70
M, Mehedinti,1993,NR,37
M, Mehedinti,1994,NR,40
M, Mehedinti,1995,NR,46
M, Mehedinti,1996,NR,55
M, Mehedinti,1997,NR,86
M, Mehedinti,1998,NR,54
M, Mehedinti,1999,NR,45
M, Mehedinti,2000,NR,51
M, Mehedinti,2001,NR,25
M, Mehedinti,2002,NR,17
M, Mehedinti,2003,NR,18
M, Mehedinti,2004,NR,17
M, Mehedinti,2005,NR,13
M, Mehedinti,2006,NR,27
M, Mehedinti,2007,NR,22
M, Mehedinti,2008,NR,15
M, Mehedinti,2009,NR,19
M, Mehedinti,2010,NR,15
M, Mehedinti,2011,NR,45
M, Mehedinti,2012,NR,33
M, Mehedinti,2013,NR,43
M, Mehedinti,2014,NR,32
M, Mehedinti,2015,NR,42
M, Mehedinti,2016,NR,63
M, Mehedinti,2017,NR,64
